order_id,order_date,product_id,category_id,region_id,sales
CA-2015-139451,12/10/2015,OFF-AR-10002053,7,35,14.9
CA-2015-139451,12/10/2015,OFF-ST-10002370,5,35,21.39
CA-2016-149734,03/09/2016,OFF-EN-10000927,13,36,200.984
US-2018-119662,13/11/2018,OFF-ST-10003656,5,37,230.376
CA-2018-140088,28/05/2018,FUR-CH-10000863,2,38,301.96
CA-2018-155558,26/10/2018,TEC-AC-10001998,12,39,19.99
CA-2018-155558,26/10/2018,OFF-LA-10000134,3,39,6.16
CA-2017-159695,05/04/2017,OFF-ST-10003442,5,15,158.368
CA-2017-109806,17/09/2017,OFF-AR-10004930,7,2,20.1
CA-2017-109806,17/09/2017,TEC-PH-10004093,8,2,73.584
CA-2017-109806,17/09/2017,OFF-PA-10000304,11,2,6.48
CA-2016-149587,31/01/2016,OFF-PA-10003177,11,40,12.96
CA-2016-149587,31/01/2016,FUR-FU-10003799,6,40,53.34
CA-2016-149587,31/01/2016,OFF-BI-10002852,9,40,32.96
US-2018-109484,06/11/2018,OFF-BI-10004738,9,41,5.682
CA-2018-161018,09/11/2018,FUR-FU-10000629,6,30,96.53
CA-2018-157833,17/06/2018,OFF-BI-10001721,9,35,51.312
CA-2017-149223,06/09/2017,OFF-AP-10000358,10,42,77.88
CA-2017-158568,29/08/2017,OFF-PA-10003256,11,27,64.624
CA-2017-158568,29/08/2017,TEC-AC-10001767,12,27,95.976
CA-2017-158568,29/08/2017,OFF-BI-10002609,9,27,1.788
CA-2017-129903,01/12/2017,OFF-PA-10004040,11,39,23.92
US-2016-156867,13/11/2016,TEC-AC-10001552,12,43,238.896
US-2016-156867,13/11/2016,FUR-FU-10004006,6,43,102.36
US-2016-156867,13/11/2016,OFF-BI-10002794,9,43,36.882
CA-2018-119004,23/11/2018,TEC-AC-10003499,12,44,74.112
CA-2018-119004,23/11/2018,TEC-PH-10002844,8,44,27.992
CA-2018-119004,23/11/2018,OFF-AR-10000390,7,44,3.304
CA-2016-129476,15/10/2016,TEC-AC-10000844,12,45,339.96
CA-2018-146780,25/12/2018,FUR-FU-10001934,6,46,41.96
CA-2017-128867,03/11/2017,OFF-AR-10000380,7,47,75.96
CA-2017-128867,03/11/2017,OFF-BI-10003981,9,47,27.24
CA-2015-115259,25/08/2015,OFF-FA-10000621,14,48,40.096
CA-2015-115259,25/08/2015,OFF-EN-10002600,13,48,4.72
CA-2015-115259,25/08/2015,OFF-PA-10004965,11,48,23.976
CA-2015-115259,25/08/2015,OFF-EN-10002504,13,48,130.464
CA-2016-110457,02/03/2016,FUR-TA-10001768,4,6,787.53
US-2016-136476,05/04/2016,OFF-BI-10003650,9,49,157.794
CA-2017-103730,12/06/2017,FUR-FU-10002157,6,50,47.04
CA-2017-103730,12/06/2017,OFF-BI-10003910,9,50,30.84
CA-2017-103730,12/06/2017,OFF-ST-10000777,5,50,226.56
CA-2017-103730,12/06/2017,OFF-EN-10002500,13,50,115.02
CA-2017-103730,12/06/2017,TEC-PH-10003875,8,50,68.04
US-2015-152030,26/12/2015,FUR-CH-10004063,2,17,600.558
US-2015-134614,20/09/2015,FUR-TA-10004534,4,51,617.7
US-2018-107272,05/11/2018,OFF-BI-10003274,9,52,2.388
US-2018-107272,05/11/2018,OFF-ST-10002974,5,52,243.992
US-2017-125969,06/11/2017,FUR-CH-10001146,2,26,81.424
US-2017-125969,06/11/2017,FUR-FU-10003773,6,26,238.56
US-2018-164147,02/02/2018,TEC-PH-10002293,8,48,59.97
US-2018-164147,02/02/2018,OFF-PA-10002377,11,48,78.304
US-2018-164147,02/02/2018,OFF-FA-10002780,14,48,21.456
CA-2017-145583,13/10/2017,OFF-PA-10001804,11,53,20.04
CA-2017-145583,13/10/2017,OFF-PA-10001736,11,53,35.44
CA-2017-145583,13/10/2017,OFF-AR-10001149,7,53,11.52
CA-2017-145583,13/10/2017,OFF-FA-10002988,14,53,4.02
CA-2017-145583,13/10/2017,OFF-BI-10004781,9,53,76.176
CA-2017-145583,13/10/2017,OFF-SU-10001218,15,53,65.88
CA-2017-145583,13/10/2017,FUR-FU-10001706,6,53,43.12
CA-2017-110366,05/09/2017,FUR-FU-10004848,6,12,82.8
CA-2018-106180,18/09/2018,OFF-AR-10000940,7,35,8.82
CA-2018-106180,18/09/2018,OFF-EN-10004030,13,35,10.86
CA-2018-106180,18/09/2018,OFF-PA-10004327,11,35,143.7
CA-2018-155376,22/12/2018,OFF-AP-10001058,10,54,839.43
CA-2016-110744,07/09/2016,OFF-ST-10003656,5,55,671.93
CA-2015-110072,22/10/2015,FUR-FU-10000521,6,56,93.888
CA-2017-114489,05/12/2017,TEC-PH-10000215,8,57,384.45
CA-2017-114489,05/12/2017,TEC-PH-10001448,8,57,149.97
CA-2017-114489,05/12/2017,FUR-CH-10000454,2,57,1951.84
CA-2017-114489,05/12/2017,OFF-BI-10002735,9,57,171.55
CA-2017-158834,13/03/2017,OFF-AP-10000326,10,58,157.92
CA-2017-158834,13/03/2017,TEC-PH-10001254,8,58,203.184
CA-2016-124919,31/05/2016,OFF-PA-10001950,11,59,58.38
CA-2016-124919,31/05/2016,OFF-PA-10002254,11,59,105.52
CA-2016-124919,31/05/2016,OFF-ST-10001590,5,59,80.88
CA-2016-118948,28/05/2016,OFF-AR-10001547,7,60,6.63
CA-2015-104269,01/03/2015,FUR-CH-10004063,2,61,457.568
CA-2017-114104,20/11/2017,OFF-LA-10002475,3,62,14.62
CA-2017-114104,20/11/2017,TEC-PH-10004536,8,62,944.93
CA-2017-162733,11/05/2017,OFF-PA-10002751,11,63,5.98
CA-2016-119697,28/12/2016,TEC-AC-10003657,12,64,54.384
CA-2017-154508,16/11/2017,OFF-EN-10001990,13,65,28.4
CA-2017-113817,07/11/2017,OFF-BI-10004002,9,61,27.68
CA-2015-139892,08/09/2015,OFF-AR-10004441,7,66,9.936
CA-2015-139892,08/09/2015,TEC-MA-10000822,16,66,8159.952
CA-2015-139892,08/09/2015,OFF-ST-10000991,5,66,275.928
CA-2015-139892,08/09/2015,FUR-CH-10004287,2,66,1740.06
CA-2015-139892,08/09/2015,OFF-AR-10002656,7,66,32.064
CA-2015-139892,08/09/2015,OFF-AP-10002518,10,66,177.98
CA-2015-139892,08/09/2015,TEC-PH-10003931,8,66,143.976
CA-2015-118962,05/08/2015,OFF-PA-10000659,11,26,20.94
CA-2015-118962,05/08/2015,OFF-PA-10001144,11,26,110.96
CA-2015-118962,05/08/2015,FUR-CH-10003817,2,26,340.144
US-2015-100853,14/09/2015,OFF-AP-10000891,10,37,52.448
US-2015-100853,14/09/2015,OFF-LA-10003148,3,37,20.16
US-2018-152366,21/04/2018,OFF-AP-10002684,10,67,97.264
US-2016-101511,21/11/2016,FUR-CH-10004698,2,56,396.802
US-2016-101511,21/11/2016,OFF-SU-10002189,15,56,15.88
CA-2016-137225,15/12/2016,OFF-AR-10001940,7,30,3.28
CA-2015-166191,05/12/2015,OFF-ST-10003455,5,68,24.816
CA-2015-166191,05/12/2015,TEC-AC-10004659,12,68,408.744
CA-2015-158274,19/11/2015,TEC-PH-10003273,8,69,503.96
CA-2015-158274,19/11/2015,TEC-PH-10004896,8,69,149.95
CA-2015-158274,19/11/2015,TEC-AC-10002345,12,69,29.0
CA-2017-105018,28/11/2017,OFF-BI-10001890,9,70,7.16
CA-2015-123260,26/08/2015,TEC-AC-10002323,12,4,176.8
CA-2017-157000,16/07/2017,OFF-ST-10001328,5,71,37.224
CA-2017-157000,16/07/2017,OFF-PA-10001950,11,71,20.016
CA-2016-102281,12/10/2016,FUR-BO-10002613,1,46,899.136
CA-2016-102281,12/10/2016,TEC-PH-10001552,8,46,71.76
CA-2016-102281,12/10/2016,OFF-PA-10000061,11,46,51.84
CA-2016-102281,12/10/2016,FUR-BO-10002545,1,46,626.352
CA-2016-102281,12/10/2016,OFF-AR-10003514,7,46,19.9
CA-2016-131457,31/10/2016,OFF-EN-10001509,13,72,14.28
CA-2015-140004,21/03/2015,OFF-AR-10004685,7,73,7.408
CA-2015-140004,21/03/2015,OFF-AR-10004027,7,73,6.048
CA-2018-107720,06/11/2018,OFF-ST-10001414,5,74,46.26
US-2018-124303,06/07/2018,OFF-BI-10000343,9,75,2.946
US-2018-124303,06/07/2018,OFF-PA-10002749,11,75,16.056
CA-2018-105074,24/06/2018,OFF-PA-10002666,11,76,21.744
CA-2015-133690,03/08/2015,FUR-TA-10004289,4,77,218.75
CA-2015-133690,03/08/2015,OFF-AP-10003622,10,77,2.6
US-2018-116701,17/12/2018,OFF-AP-10003217,10,78,66.284
CA-2018-126382,03/06/2018,FUR-FU-10002960,6,79,35.168
CA-2018-108329,09/12/2018,TEC-PH-10001918,8,80,444.768
CA-2018-135860,01/12/2018,OFF-ST-10000642,5,81,83.92
CA-2018-135860,01/12/2018,TEC-PH-10001700,8,81,131.98
CA-2018-135860,01/12/2018,OFF-BI-10003274,9,81,15.92
CA-2018-135860,01/12/2018,OFF-FA-10000134,14,81,52.29
CA-2018-135860,01/12/2018,OFF-ST-10001522,5,81,91.99
CA-2016-101007,09/02/2016,TEC-AC-10001266,12,78,20.8
CA-2016-146262,02/01/2016,OFF-LA-10004544,3,82,23.68
CA-2016-146262,02/01/2016,FUR-BO-10004695,1,82,452.45
CA-2016-146262,02/01/2016,TEC-PH-10002844,8,82,62.982
CA-2016-146262,02/01/2016,TEC-MA-10000864,16,82,1188.0
CA-2016-146262,02/01/2016,TEC-AC-10000109,12,82,89.584
CA-2017-130162,28/10/2017,OFF-ST-10001328,5,4,93.06
CA-2017-130162,28/10/2017,TEC-PH-10002563,8,4,302.376
CA-2016-169397,24/12/2016,OFF-FA-10000585,14,83,5.584
CA-2016-169397,24/12/2016,OFF-PA-10004000,11,83,22.704
CA-2016-169397,24/12/2016,OFF-BI-10002852,9,83,19.776
CA-2016-169397,24/12/2016,FUR-FU-10000087,6,83,72.704
CA-2016-169397,24/12/2016,TEC-MA-10001148,16,83,479.988
CA-2016-169397,24/12/2016,OFF-AR-10001958,7,83,27.168
CA-2016-163055,09/08/2016,OFF-AR-10001026,7,84,2.2
CA-2016-163055,09/08/2016,FUR-TA-10003748,4,84,622.45
CA-2016-163055,09/08/2016,OFF-ST-10002485,5,84,21.98
US-2016-145436,28/02/2016,FUR-CH-10004860,2,85,161.568
US-2016-145436,28/02/2016,FUR-CH-10004477,2,85,389.696
US-2015-156216,13/09/2015,OFF-BI-10001679,9,44,18.648
US-2018-100930,07/04/2018,FUR-TA-10001705,4,86,233.86
US-2018-100930,07/04/2018,FUR-TA-10003473,4,86,620.6145
US-2018-100930,07/04/2018,OFF-BI-10001679,9,86,5.328
US-2018-100930,07/04/2018,FUR-FU-10004017,6,86,258.072
US-2018-100930,07/04/2018,TEC-AC-10003832,12,86,617.976
CA-2018-160514,12/11/2018,OFF-PA-10002479,11,87,10.56
CA-2017-157749,04/06/2017,OFF-PA-10003349,11,27,25.92
CA-2017-157749,04/06/2017,FUR-FU-10000576,6,27,419.68
CA-2017-157749,04/06/2017,FUR-FU-10004351,6,27,11.688
CA-2017-157749,04/06/2017,TEC-PH-10000011,8,27,31.984
CA-2017-157749,04/06/2017,FUR-TA-10002607,4,27,177.225
CA-2017-157749,04/06/2017,FUR-FU-10002505,6,27,4.044
CA-2017-157749,04/06/2017,OFF-AR-10004685,7,27,7.408
CA-2015-131926,01/06/2015,FUR-CH-10004063,2,88,2001.86
CA-2015-131926,01/06/2015,OFF-ST-10002276,5,88,166.72
CA-2015-131926,01/06/2015,OFF-PA-10004082,11,88,47.88
CA-2015-131926,01/06/2015,OFF-AP-10002945,10,88,1503.25
CA-2015-131926,01/06/2015,OFF-PA-10000061,11,88,25.92
CA-2017-154739,10/12/2017,FUR-CH-10002965,2,10,321.568
CA-2017-145625,11/09/2017,OFF-PA-10004569,11,89,7.61
CA-2017-145625,11/09/2017,TEC-AC-10003832,12,89,3347.37
CA-2017-146941,10/12/2017,OFF-ST-10001228,5,24,80.58
CA-2017-146941,10/12/2017,OFF-EN-10003296,13,24,361.92
US-2016-159982,28/11/2016,FUR-FU-10002505,6,37,12.132
US-2016-159982,28/11/2016,OFF-ST-10004804,5,37,82.368
US-2016-159982,28/11/2016,OFF-ST-10001590,5,37,53.92
US-2016-159982,28/11/2016,TEC-PH-10001580,8,37,647.904
CA-2018-163139,01/12/2018,TEC-AC-10000290,12,30,20.37
CA-2018-163139,01/12/2018,OFF-ST-10002790,5,30,221.55
CA-2018-163139,01/12/2018,OFF-BI-10003460,9,30,17.52
US-2018-155299,08/06/2018,OFF-AP-10002203,10,90,1.624
US-2015-106992,19/09/2015,TEC-MA-10000822,16,67,3059.982
US-2015-106992,19/09/2015,TEC-MA-10003353,16,67,2519.958
CA-2017-125318,06/06/2017,TEC-PH-10001433,8,27,328.224
CA-2016-155040,10/11/2016,TEC-AC-10004469,12,91,79.9
CA-2018-136826,16/06/2018,OFF-AR-10003602,7,92,14.016
CA-2017-111010,22/01/2017,OFF-FA-10003472,14,93,7.56
US-2018-145366,09/12/2018,OFF-ST-10004180,5,94,37.208
US-2018-145366,09/12/2018,OFF-EN-10004386,13,94,57.576
CA-2018-163979,28/12/2018,OFF-ST-10003208,5,95,725.84
CA-2016-155334,30/07/2016,TEC-AC-10003628,12,10,209.93
CA-2016-155334,30/07/2016,FUR-FU-10003274,6,10,5.28
CA-2016-155334,30/07/2016,OFF-BI-10002557,9,10,10.92
CA-2018-118136,16/09/2018,OFF-PA-10002615,11,96,8.82
CA-2018-118136,16/09/2018,OFF-AR-10001427,7,96,5.98
CA-2018-132976,13/10/2018,OFF-PA-10000673,11,12,11.648
CA-2018-132976,13/10/2018,OFF-PA-10004470,11,12,18.176
CA-2018-132976,13/10/2018,OFF-ST-10000876,5,12,59.712
CA-2018-132976,13/10/2018,OFF-LA-10002043,3,12,24.84
US-2016-161991,26/09/2016,OFF-BI-10004967,9,33,2.08
US-2016-161991,26/09/2016,TEC-PH-10001760,8,33,1114.4
CA-2016-130890,02/11/2016,FUR-TA-10002903,4,26,1038.84
CA-2016-130883,26/09/2016,OFF-PA-10000474,11,41,141.76
CA-2016-130883,26/09/2016,TEC-AC-10001956,12,41,239.8
CA-2016-130883,26/09/2016,OFF-PA-10004100,11,41,31.104
CA-2017-112697,18/12/2017,OFF-BI-10000778,9,97,254.058
CA-2017-112697,18/12/2017,OFF-AP-10002684,10,97,194.528
CA-2017-112697,18/12/2017,OFF-SU-10000646,15,97,961.48
CA-2017-110772,20/11/2017,OFF-FA-10002983,14,48,19.096
CA-2017-110772,20/11/2017,OFF-LA-10004689,3,48,18.496
CA-2017-110772,20/11/2017,TEC-AC-10002001,12,48,255.984
CA-2017-110772,20/11/2017,FUR-BO-10004709,1,48,86.97
CA-2015-111451,26/12/2015,FUR-FU-10004091,6,98,300.416
CA-2015-111451,26/12/2015,FUR-CH-10001891,2,98,230.352
CA-2015-111451,26/12/2015,FUR-FU-10002918,6,98,218.352
CA-2015-111451,26/12/2015,OFF-BI-10004593,9,98,78.6
CA-2015-111451,26/12/2015,OFF-FA-10004854,14,98,27.552
CA-2017-142545,28/10/2017,OFF-PA-10002105,11,99,32.4
CA-2017-142545,28/10/2017,OFF-ST-10002756,5,99,1082.48
CA-2017-142545,28/10/2017,OFF-PA-10004243,11,99,56.91
CA-2017-142545,28/10/2017,FUR-FU-10001861,6,99,77.6
CA-2017-142545,28/10/2017,OFF-BI-10002706,9,99,14.28
US-2018-152380,19/11/2018,FUR-TA-10002533,4,37,219.075
CA-2016-144253,04/05/2016,FUR-FU-10002671,6,24,26.8
CA-2015-130960,30/12/2015,OFF-AR-10003651,7,100,9.84
CA-2015-111003,01/06/2015,OFF-BI-10001072,9,101,45.48
CA-2015-111003,01/06/2015,OFF-AR-10002135,7,101,289.2
CA-2018-126774,15/04/2018,OFF-AR-10002804,7,102,4.89
CA-2017-142902,12/09/2017,FUR-FU-10001918,6,103,15.136
CA-2017-142902,12/09/2017,FUR-CH-10004086,2,103,466.768
CA-2017-142902,12/09/2017,FUR-FU-10001756,6,103,15.232
CA-2017-142902,12/09/2017,OFF-LA-10000634,3,103,6.264
CA-2015-120887,27/09/2015,FUR-FU-10001588,6,104,87.54
CA-2015-167850,09/08/2015,TEC-PH-10002398,8,105,178.384
CA-2015-167850,09/08/2015,OFF-PA-10001937,11,105,15.552
CA-2015-164259,28/12/2015,OFF-AR-10003373,7,106,99.136
CA-2015-164973,04/11/2015,FUR-CH-10002602,2,24,135.882
CA-2015-164973,04/11/2015,TEC-MA-10002927,16,24,3991.98
CA-2015-164973,04/11/2015,TEC-PH-10004093,8,24,275.94
CA-2015-164973,04/11/2015,TEC-AC-10000892,12,24,360.0
CA-2015-164973,04/11/2015,OFF-ST-10002974,5,24,43.57
CA-2015-156601,19/09/2015,OFF-FA-10000624,14,107,7.16
CA-2017-162138,23/04/2017,OFF-BI-10004593,9,108,251.52
CA-2017-162138,23/04/2017,TEC-AC-10001908,12,108,99.99
CA-2018-153339,03/11/2018,FUR-FU-10001967,6,109,15.992
US-2017-141544,30/08/2017,TEC-PH-10003645,8,106,290.898
US-2017-141544,30/08/2017,OFF-ST-10000675,5,106,54.224
US-2017-141544,30/08/2017,FUR-CH-10003312,2,106,786.744
US-2017-141544,30/08/2017,OFF-LA-10001074,3,106,100.24
US-2017-141544,30/08/2017,OFF-BI-10001524,9,106,37.764
US-2017-150147,25/04/2017,TEC-PH-10004614,8,64,82.8
US-2017-150147,25/04/2017,OFF-BI-10001153,9,64,20.724
US-2017-150147,25/04/2017,OFF-BI-10001982,9,64,4.896
CA-2016-137946,01/09/2016,OFF-BI-10001922,9,63,4.752
CA-2016-137946,01/09/2016,TEC-CO-10001449,17,63,959.984
CA-2016-137946,01/09/2016,OFF-BI-10004140,9,63,14.368
CA-2015-129924,12/07/2015,OFF-BI-10003314,9,35,7.712
CA-2015-129924,12/07/2015,FUR-TA-10004575,4,35,698.352
CA-2016-128167,22/06/2016,OFF-FA-10000490,14,110,4.96
CA-2015-122336,13/04/2015,OFF-AR-10000122,7,12,17.856
CA-2015-122336,13/04/2015,OFF-BI-10003656,9,12,509.97
CA-2015-122336,13/04/2015,OFF-FA-10002780,14,12,30.992
CA-2015-122336,13/04/2015,TEC-PH-10000702,8,12,71.928
US-2016-120712,20/12/2016,OFF-ST-10000107,5,111,88.8
CA-2018-169901,15/06/2018,TEC-PH-10002293,8,35,47.976
CA-2018-134306,08/07/2018,OFF-AR-10004027,7,112,7.56
CA-2018-134306,08/07/2018,OFF-PA-10000249,11,112,24.56
CA-2018-134306,08/07/2018,OFF-AR-10001374,7,112,12.96
CA-2017-129714,01/09/2017,TEC-AC-10000290,12,30,6.79
CA-2017-129714,01/09/2017,OFF-PA-10001970,11,30,24.56
CA-2017-129714,01/09/2017,OFF-BI-10002160,9,30,3.048
CA-2017-129714,01/09/2017,OFF-PA-10001970,11,30,49.12
CA-2017-129714,01/09/2017,OFF-BI-10004995,9,30,4355.168
CA-2017-138520,08/04/2017,FUR-BO-10002268,1,46,388.704
CA-2017-138520,08/04/2017,OFF-EN-10001137,13,46,8.26
CA-2017-138520,08/04/2017,OFF-AR-10002399,7,46,17.04
CA-2017-138520,08/04/2017,OFF-PA-10002713,11,46,34.4
CA-2017-130001,23/04/2017,OFF-PA-10002666,11,44,36.24
CA-2018-155698,08/03/2018,OFF-AP-10001124,10,113,647.84
CA-2018-155698,08/03/2018,OFF-LA-10001158,3,113,20.7
CA-2018-144904,25/09/2018,OFF-LA-10001158,3,30,20.7
CA-2018-144904,25/09/2018,FUR-CH-10000785,2,30,488.646
CA-2018-144904,25/09/2018,OFF-AR-10003732,7,30,5.56
CA-2018-144904,25/09/2018,FUR-FU-10000023,6,30,47.12
CA-2015-123344,24/09/2015,OFF-ST-10001713,5,10,211.96
CA-2017-155516,21/10/2017,OFF-BI-10002412,9,114,23.2
CA-2017-155516,21/10/2017,OFF-SU-10001225,15,114,7.36
CA-2017-155516,21/10/2017,OFF-ST-10002406,5,114,104.79
CA-2017-155516,21/10/2017,FUR-BO-10002545,1,114,1043.92
CA-2018-104745,29/05/2018,OFF-PA-10002036,11,115,25.92
CA-2018-104745,29/05/2018,OFF-ST-10002205,5,115,53.424
US-2015-119137,23/07/2015,OFF-BI-10001982,9,116,8.16
US-2015-119137,23/07/2015,TEC-AC-10003911,12,116,1023.936
US-2015-119137,23/07/2015,OFF-AR-10000658,7,116,9.24
US-2015-119137,23/07/2015,TEC-AC-10002076,12,116,479.04
US-2017-134656,28/09/2017,OFF-PA-10003039,11,117,99.136
US-2018-134481,27/08/2018,FUR-TA-10004915,4,118,1488.424
CA-2016-130792,28/04/2016,OFF-AP-10000696,10,15,8.652
CA-2016-130792,28/04/2016,OFF-ST-10003327,5,15,23.832
CA-2016-130792,28/04/2016,OFF-BI-10000309,9,15,12.176
CA-2017-134775,28/10/2017,OFF-PA-10004734,11,10,50.96
CA-2017-134775,28/10/2017,OFF-BI-10002225,9,10,49.536
CA-2016-125395,26/06/2016,TEC-AC-10004708,12,100,41.9
US-2016-168935,27/11/2016,FUR-TA-10000617,4,119,375.4575
US-2016-168935,27/11/2016,TEC-AC-10002335,12,119,83.976
CA-2016-122756,03/12/2016,TEC-MA-10001681,16,12,482.34
CA-2016-122756,03/12/2016,FUR-FU-10001935,6,12,2.96
CA-2015-115973,24/11/2015,OFF-AR-10004757,7,94,2.624
CA-2018-101798,11/12/2018,OFF-BI-10000050,9,30,23.36
CA-2018-101798,11/12/2018,TEC-AC-10001998,12,30,39.98
US-2015-135972,21/09/2015,TEC-PH-10003012,8,120,246.384
US-2015-135972,21/09/2015,TEC-CO-10002313,17,120,1799.97
US-2015-134971,07/06/2015,OFF-BI-10003982,9,121,12.462
CA-2018-102946,30/06/2018,OFF-BI-10004492,9,122,75.792
CA-2018-165603,17/10/2018,OFF-ST-10000798,5,123,49.96
CA-2018-165603,17/10/2018,OFF-PA-10002552,11,123,12.96
CA-2016-122259,31/10/2016,OFF-SU-10002573,15,31,70.12
CA-2017-108987,08/09/2017,OFF-ST-10001580,5,67,35.952
CA-2017-108987,08/09/2017,FUR-BO-10004834,1,67,2396.2656
